"Step","sample_pretrain - learning_rate","sample_pretrain - learning_rate__MIN","sample_pretrain - learning_rate__MAX"
"68","0.0007846153846153847","0.0007846153846153847","0.0007846153846153847"
"69","0.0007961538461538462","0.0007961538461538462","0.0007961538461538462"
"70","0.0008076923076923077","0.0008076923076923077","0.0008076923076923077"
"71","0.0008192307692307691","0.0008192307692307691","0.0008192307692307691"
"72","0.0008307692307692308","0.0008307692307692308","0.0008307692307692308"
"73","0.0008423076923076923","0.0008423076923076923","0.0008423076923076923"
"74","0.0008538461538461538","0.0008538461538461538","0.0008538461538461538"
"75","0.0008653846153846153","0.0008653846153846153","0.0008653846153846153"
"76","0.000876923076923077","0.000876923076923077","0.000876923076923077"
"77","0.0008884615384615385","0.0008884615384615385","0.0008884615384615385"
"78","0.0009","0.0009","0.0009"
"79","0.0009115384615384615","0.0009115384615384615","0.0009115384615384615"
"80","0.0009230769230769232","0.0009230769230769232","0.0009230769230769232"
"81","0.0009346153846153846","0.0009346153846153846","0.0009346153846153846"
"82","0.0009461538461538461","0.0009461538461538461","0.0009461538461538461"
"83","0.0009576923076923076","0.0009576923076923076","0.0009576923076923076"
"84","0.0009692307692307693","0.0009692307692307693","0.0009692307692307693"
"85","0.0009807692307692308","0.0009807692307692308","0.0009807692307692308"
"86","0.0009923076923076923","0.0009923076923076923","0.0009923076923076923"
"87","0.0010038461538461538","0.0010038461538461538","0.0010038461538461538"
"88","0.0010153846153846155","0.0010153846153846155","0.0010153846153846155"
"89","0.001026923076923077","0.001026923076923077","0.001026923076923077"
"90","0.0010384615384615384","0.0010384615384615384","0.0010384615384615384"
"91","0.00105","0.00105","0.00105"
"92","0.0010615384615384616","0.0010615384615384616","0.0010615384615384616"
"93","0.0010730769230769231","0.0010730769230769231","0.0010730769230769231"
"94","0.0010846153846153846","0.0010846153846153846","0.0010846153846153846"
"95","0.001096153846153846","0.001096153846153846","0.001096153846153846"
"96","0.0011076923076923078","0.0011076923076923078","0.0011076923076923078"
"97","0.0011192307692307693","0.0011192307692307693","0.0011192307692307693"
"98","0.0011307692307692308","0.0011307692307692308","0.0011307692307692308"
"99","0.0011423076923076923","0.0011423076923076923","0.0011423076923076923"
"100","0.001153846153846154","0.001153846153846154","0.001153846153846154"
"101","0.0011653846153846154","0.0011653846153846154","0.0011653846153846154"
"102","0.001176923076923077","0.001176923076923077","0.001176923076923077"
"103","0.0011884615384615384","0.0011884615384615384","0.0011884615384615384"
"104","0.0012000000000000001","0.0012000000000000001","0.0012000000000000001"
"105","0.0012115384615384616","0.0012115384615384616","0.0012115384615384616"
"106","0.001223076923076923","0.001223076923076923","0.001223076923076923"
"107","0.0012346153846153846","0.0012346153846153846","0.0012346153846153846"
"108","0.0012461538461538463","0.0012461538461538463","0.0012461538461538463"
"109","0.0012576923076923078","0.0012576923076923078","0.0012576923076923078"
"110","0.0012692307692307692","0.0012692307692307692","0.0012692307692307692"
"111","0.0012807692307692307","0.0012807692307692307","0.0012807692307692307"
"112","0.0012923076923076924","0.0012923076923076924","0.0012923076923076924"
"113","0.001303846153846154","0.001303846153846154","0.001303846153846154"
"114","0.0013153846153846154","0.0013153846153846154","0.0013153846153846154"
"115","0.0013269230769230769","0.0013269230769230769","0.0013269230769230769"
"116","0.0013384615384615386","0.0013384615384615386","0.0013384615384615386"
"117","0.00135","0.00135","0.00135"
"118","0.0013615384615384616","0.0013615384615384616","0.0013615384615384616"
"119","0.001373076923076923","0.001373076923076923","0.001373076923076923"
"120","0.0013846153846153847","0.0013846153846153847","0.0013846153846153847"
"121","0.0013961538461538462","0.0013961538461538462","0.0013961538461538462"
"122","0.0014076923076923077","0.0014076923076923077","0.0014076923076923077"
"123","0.0014192307692307692","0.0014192307692307692","0.0014192307692307692"
"124","0.001430769230769231","0.001430769230769231","0.001430769230769231"
"125","0.0014423076923076924","0.0014423076923076924","0.0014423076923076924"
"126","0.0014538461538461539","0.0014538461538461539","0.0014538461538461539"
"127","0.0014653846153846154","0.0014653846153846154","0.0014653846153846154"
"128","0.001476923076923077","0.001476923076923077","0.001476923076923077"
"129","0.0014884615384615385","0.0014884615384615385","0.0014884615384615385"
"130","0.0015","0.0015","0.0015"
"131","0.0015115384615384615","0.0015115384615384615","0.0015115384615384615"
"132","0.001523076923076923","0.001523076923076923","0.001523076923076923"
"133","0.0015346153846153845","0.0015346153846153845","0.0015346153846153845"
"134","0.001546153846153846","0.001546153846153846","0.001546153846153846"
"135","0.0015576923076923079","0.0015576923076923079","0.0015576923076923079"
"136","0.0015692307692307694","0.0015692307692307694","0.0015692307692307694"
"137","0.0015807692307692309","0.0015807692307692309","0.0015807692307692309"
"138","0.0015923076923076923","0.0015923076923076923","0.0015923076923076923"
"139","0.0016038461538461538","0.0016038461538461538","0.0016038461538461538"
"140","0.0016153846153846153","0.0016153846153846153","0.0016153846153846153"
"141","0.0016269230769230768","0.0016269230769230768","0.0016269230769230768"
"142","0.0016384615384615383","0.0016384615384615383","0.0016384615384615383"
"143","0.0016500000000000002","0.0016500000000000002","0.0016500000000000002"
"144","0.0016615384615384617","0.0016615384615384617","0.0016615384615384617"
"145","0.0016730769230769232","0.0016730769230769232","0.0016730769230769232"
"146","0.0016846153846153847","0.0016846153846153847","0.0016846153846153847"
"147","0.0016961538461538461","0.0016961538461538461","0.0016961538461538461"
"148","0.0017076923076923076","0.0017076923076923076","0.0017076923076923076"
"149","0.0017192307692307691","0.0017192307692307691","0.0017192307692307691"
"150","0.0017307692307692306","0.0017307692307692306","0.0017307692307692306"
"151","0.0017423076923076925","0.0017423076923076925","0.0017423076923076925"
"152","0.001753846153846154","0.001753846153846154","0.001753846153846154"
"153","0.0017653846153846155","0.0017653846153846155","0.0017653846153846155"
"154","0.001776923076923077","0.001776923076923077","0.001776923076923077"
"155","0.0017884615384615385","0.0017884615384615385","0.0017884615384615385"
"156","0.0018","0.0018","0.0018"
"157","0.0018115384615384614","0.0018115384615384614","0.0018115384615384614"
"158","0.001823076923076923","0.001823076923076923","0.001823076923076923"
"159","0.0018346153846153848","0.0018346153846153848","0.0018346153846153848"
"160","0.0018461538461538463","0.0018461538461538463","0.0018461538461538463"
"161","0.0018576923076923078","0.0018576923076923078","0.0018576923076923078"
"162","0.0018692307692307693","0.0018692307692307693","0.0018692307692307693"
"163","0.0018807692307692308","0.0018807692307692308","0.0018807692307692308"
"164","0.0018923076923076923","0.0018923076923076923","0.0018923076923076923"
"165","0.0019038461538461538","0.0019038461538461538","0.0019038461538461538"
"166","0.0019153846153846152","0.0019153846153846152","0.0019153846153846152"
"167","0.0019269230769230772","0.0019269230769230772","0.0019269230769230772"
"168","0.0019384615384615386","0.0019384615384615386","0.0019384615384615386"
"169","0.0019500000000000001","0.0019500000000000001","0.0019500000000000001"
"170","0.0019615384615384616","0.0019615384615384616","0.0019615384615384616"
"171","0.0019730769230769233","0.0019730769230769233","0.0019730769230769233"
"172","0.0019846153846153846","0.0019846153846153846","0.0019846153846153846"
"173","0.0019961538461538463","0.0019961538461538463","0.0019961538461538463"
"174","0.0020076923076923076","0.0020076923076923076","0.0020076923076923076"
"175","0.0020192307692307693","0.0020192307692307693","0.0020192307692307693"
"176","0.002030769230769231","0.002030769230769231","0.002030769230769231"
"177","0.0020423076923076922","0.0020423076923076922","0.0020423076923076922"
"178","0.002053846153846154","0.002053846153846154","0.002053846153846154"
"179","0.0020653846153846156","0.0020653846153846156","0.0020653846153846156"
"180","0.002076923076923077","0.002076923076923077","0.002076923076923077"
"181","0.0020884615384615386","0.0020884615384615386","0.0020884615384615386"
"182","0.0021","0.0021","0.0021"
"183","0.0021115384615384616","0.0021115384615384616","0.0021115384615384616"
"184","0.0021230769230769233","0.0021230769230769233","0.0021230769230769233"
"185","0.0021346153846153845","0.0021346153846153845","0.0021346153846153845"
"186","0.0021461538461538462","0.0021461538461538462","0.0021461538461538462"
"187","0.002157692307692308","0.002157692307692308","0.002157692307692308"
"188","0.002169230769230769","0.002169230769230769","0.002169230769230769"
"189","0.002180769230769231","0.002180769230769231","0.002180769230769231"
"190","0.002192307692307692","0.002192307692307692","0.002192307692307692"
"191","0.002203846153846154","0.002203846153846154","0.002203846153846154"
"192","0.0022153846153846156","0.0022153846153846156","0.0022153846153846156"
"193","0.002226923076923077","0.002226923076923077","0.002226923076923077"
"194","0.0022384615384615386","0.0022384615384615386","0.0022384615384615386"
"195","0.0022500000000000003","0.0022500000000000003","0.0022500000000000003"
"196","0.0022615384615384615","0.0022615384615384615","0.0022615384615384615"
"197","0.0022730769230769232","0.0022730769230769232","0.0022730769230769232"
"198","0.0022846153846153845","0.0022846153846153845","0.0022846153846153845"
"199","0.002296153846153846","0.002296153846153846","0.002296153846153846"
"200","0.002307692307692308","0.002307692307692308","0.002307692307692308"
"201","0.002319230769230769","0.002319230769230769","0.002319230769230769"
"202","0.002330769230769231","0.002330769230769231","0.002330769230769231"
"203","0.002342307692307692","0.002342307692307692","0.002342307692307692"
"204","0.002353846153846154","0.002353846153846154","0.002353846153846154"
"205","0.0023653846153846156","0.0023653846153846156","0.0023653846153846156"
"206","0.002376923076923077","0.002376923076923077","0.002376923076923077"
"207","0.0023884615384615385","0.0023884615384615385","0.0023884615384615385"
"208","0.0024000000000000002","0.0024000000000000002","0.0024000000000000002"
"209","0.0024115384615384615","0.0024115384615384615","0.0024115384615384615"
"210","0.002423076923076923","0.002423076923076923","0.002423076923076923"
"211","0.0024346153846153845","0.0024346153846153845","0.0024346153846153845"
"212","0.002446153846153846","0.002446153846153846","0.002446153846153846"
"213","0.002457692307692308","0.002457692307692308","0.002457692307692308"
"214","0.002469230769230769","0.002469230769230769","0.002469230769230769"
"215","0.002480769230769231","0.002480769230769231","0.002480769230769231"
"216","0.0024923076923076925","0.0024923076923076925","0.0024923076923076925"
"217","0.002503846153846154","0.002503846153846154","0.002503846153846154"
"218","0.0025153846153846155","0.0025153846153846155","0.0025153846153846155"
"219","0.0025269230769230768","0.0025269230769230768","0.0025269230769230768"
"220","0.0025384615384615385","0.0025384615384615385","0.0025384615384615385"
"221","0.00255","0.00255","0.00255"
"222","0.0025615384615384615","0.0025615384615384615","0.0025615384615384615"
"223","0.002573076923076923","0.002573076923076923","0.002573076923076923"
"224","0.002584615384615385","0.002584615384615385","0.002584615384615385"
"225","0.002596153846153846","0.002596153846153846","0.002596153846153846"
"226","0.002607692307692308","0.002607692307692308","0.002607692307692308"
"227","0.002619230769230769","0.002619230769230769","0.002619230769230769"
"228","0.002630769230769231","0.002630769230769231","0.002630769230769231"
"229","0.0026423076923076925","0.0026423076923076925","0.0026423076923076925"
"230","0.0026538461538461538","0.0026538461538461538","0.0026538461538461538"
"231","0.0026653846153846155","0.0026653846153846155","0.0026653846153846155"
"232","0.002676923076923077","0.002676923076923077","0.002676923076923077"
"233","0.0026884615384615384","0.0026884615384615384","0.0026884615384615384"
"234","0.0027","0.0027","0.0027"
"235","0.0027115384615384614","0.0027115384615384614","0.0027115384615384614"
"236","0.002723076923076923","0.002723076923076923","0.002723076923076923"
"237","0.002734615384615385","0.002734615384615385","0.002734615384615385"
"238","0.002746153846153846","0.002746153846153846","0.002746153846153846"
"239","0.002757692307692308","0.002757692307692308","0.002757692307692308"
"240","0.0027692307692307695","0.0027692307692307695","0.0027692307692307695"
"241","0.0027807692307692308","0.0027807692307692308","0.0027807692307692308"
"242","0.0027923076923076925","0.0027923076923076925","0.0027923076923076925"
"243","0.0028038461538461537","0.0028038461538461537","0.0028038461538461537"
"244","0.0028153846153846154","0.0028153846153846154","0.0028153846153846154"
"245","0.002826923076923077","0.002826923076923077","0.002826923076923077"
"246","0.0028384615384615384","0.0028384615384615384","0.0028384615384615384"
"247","0.00285","0.00285","0.00285"
"248","0.002861538461538462","0.002861538461538462","0.002861538461538462"
"249","0.002873076923076923","0.002873076923076923","0.002873076923076923"
"250","0.0028846153846153848","0.0028846153846153848","0.0028846153846153848"
"251","0.002896153846153846","0.002896153846153846","0.002896153846153846"
"252","0.0029076923076923077","0.0029076923076923077","0.0029076923076923077"
"253","0.0029192307692307694","0.0029192307692307694","0.0029192307692307694"
"254","0.0029307692307692307","0.0029307692307692307","0.0029307692307692307"
"255","0.0029423076923076924","0.0029423076923076924","0.0029423076923076924"
"256","0.002953846153846154","0.002953846153846154","0.002953846153846154"
"257","0.0029653846153846154","0.0029653846153846154","0.0029653846153846154"
"258","0.002976923076923077","0.002976923076923077","0.002976923076923077"
"259","0.0029884615384615384","0.0029884615384615384","0.0029884615384615384"
"260","0.003","0.003","0.003"
"261","0.0030115384615384618","0.0030115384615384618","0.0030115384615384618"
"262","0.003023076923076923","0.003023076923076923","0.003023076923076923"
"263","0.0030346153846153847","0.0030346153846153847","0.0030346153846153847"
"264","0.003046153846153846","0.003046153846153846","0.003046153846153846"
"265","0.0030576923076923077","0.0030576923076923077","0.0030576923076923077"
"266","0.003069230769230769","0.003069230769230769","0.003069230769230769"
"267","0.0030807692307692307","0.0030807692307692307","0.0030807692307692307"
"268","0.003092307692307692","0.003092307692307692","0.003092307692307692"
"269","0.003103846153846154","0.003103846153846154","0.003103846153846154"
"270","0.0031153846153846158","0.0031153846153846158","0.0031153846153846158"
"271","0.003126923076923077","0.003126923076923077","0.003126923076923077"
"272","0.0031384615384615388","0.0031384615384615388","0.0031384615384615388"
"273","0.00315","0.00315","0.00315"
"274","0.0031615384615384617","0.0031615384615384617","0.0031615384615384617"
"275","0.003173076923076923","0.003173076923076923","0.003173076923076923"
"276","0.0031846153846153847","0.0031846153846153847","0.0031846153846153847"
"277","0.0031961538461538464","0.0031961538461538464","0.0031961538461538464"
"278","0.0032076923076923077","0.0032076923076923077","0.0032076923076923077"
"279","0.0032192307692307694","0.0032192307692307694","0.0032192307692307694"
"280","0.0032307692307692306","0.0032307692307692306","0.0032307692307692306"
"281","0.0032423076923076923","0.0032423076923076923","0.0032423076923076923"
"282","0.0032538461538461536","0.0032538461538461536","0.0032538461538461536"
"283","0.0032653846153846153","0.0032653846153846153","0.0032653846153846153"
"284","0.0032769230769230766","0.0032769230769230766","0.0032769230769230766"
"285","0.0032884615384615387","0.0032884615384615387","0.0032884615384615387"
"286","0.0033000000000000004","0.0033000000000000004","0.0033000000000000004"
"287","0.0033115384615384617","0.0033115384615384617","0.0033115384615384617"
"288","0.0033230769230769234","0.0033230769230769234","0.0033230769230769234"
"289","0.0033346153846153847","0.0033346153846153847","0.0033346153846153847"
"290","0.0033461538461538464","0.0033461538461538464","0.0033461538461538464"
"291","0.0033576923076923076","0.0033576923076923076","0.0033576923076923076"
"292","0.0033692307692307693","0.0033692307692307693","0.0033692307692307693"
"293","0.003380769230769231","0.003380769230769231","0.003380769230769231"
"294","0.0033923076923076923","0.0033923076923076923","0.0033923076923076923"
"295","0.003403846153846154","0.003403846153846154","0.003403846153846154"
"296","0.0034153846153846153","0.0034153846153846153","0.0034153846153846153"
"297","0.003426923076923077","0.003426923076923077","0.003426923076923077"
"298","0.0034384615384615382","0.0034384615384615382","0.0034384615384615382"
"299","0.00345","0.00345","0.00345"
"300","0.003461538461538461","0.003461538461538461","0.003461538461538461"
"301","0.0034730769230769233","0.0034730769230769233","0.0034730769230769233"
"302","0.003484615384615385","0.003484615384615385","0.003484615384615385"
"303","0.0034961538461538463","0.0034961538461538463","0.0034961538461538463"
"304","0.003507692307692308","0.003507692307692308","0.003507692307692308"
"305","0.0035192307692307693","0.0035192307692307693","0.0035192307692307693"
"306","0.003530769230769231","0.003530769230769231","0.003530769230769231"
"307","0.0035423076923076923","0.0035423076923076923","0.0035423076923076923"
"308","0.003553846153846154","0.003553846153846154","0.003553846153846154"
"309","0.0035653846153846157","0.0035653846153846157","0.0035653846153846157"
"310","0.003576923076923077","0.003576923076923077","0.003576923076923077"
"311","0.0035884615384615386","0.0035884615384615386","0.0035884615384615386"
"312","0.0036","0.0036","0.0036"
"313","0.0036115384615384616","0.0036115384615384616","0.0036115384615384616"
"314","0.003623076923076923","0.003623076923076923","0.003623076923076923"
"315","0.0036346153846153846","0.0036346153846153846","0.0036346153846153846"
"316","0.003646153846153846","0.003646153846153846","0.003646153846153846"
"317","0.003657692307692308","0.003657692307692308","0.003657692307692308"
"318","0.0036692307692307697","0.0036692307692307697","0.0036692307692307697"
"319","0.003680769230769231","0.003680769230769231","0.003680769230769231"
"320","0.0036923076923076927","0.0036923076923076927","0.0036923076923076927"
"321","0.003703846153846154","0.003703846153846154","0.003703846153846154"
"322","0.0037153846153846156","0.0037153846153846156","0.0037153846153846156"
"323","0.003726923076923077","0.003726923076923077","0.003726923076923077"
"324","0.0037384615384615386","0.0037384615384615386","0.0037384615384615386"
"325","0.00375","0.00375","0.00375"
"326","0.0037615384615384616","0.0037615384615384616","0.0037615384615384616"
"327","0.0037730769230769233","0.0037730769230769233","0.0037730769230769233"
"328","0.0037846153846153845","0.0037846153846153845","0.0037846153846153845"
"329","0.0037961538461538462","0.0037961538461538462","0.0037961538461538462"
"330","0.0038076923076923075","0.0038076923076923075","0.0038076923076923075"
"331","0.003819230769230769","0.003819230769230769","0.003819230769230769"
"332","0.0038307692307692305","0.0038307692307692305","0.0038307692307692305"
"333","0.003842307692307692","0.003842307692307692","0.003842307692307692"
"334","0.0038538461538461543","0.0038538461538461543","0.0038538461538461543"
"335","0.0038653846153846156","0.0038653846153846156","0.0038653846153846156"
"336","0.0038769230769230773","0.0038769230769230773","0.0038769230769230773"
"337","0.0038884615384615386","0.0038884615384615386","0.0038884615384615386"
"338","0.0039000000000000003","0.0039000000000000003","0.0039000000000000003"
"339","0.003911538461538462","0.003911538461538462","0.003911538461538462"
"340","0.003923076923076923","0.003923076923076923","0.003923076923076923"
"341","0.0039346153846153845","0.0039346153846153845","0.0039346153846153845"
"342","0.003946153846153847","0.003946153846153847","0.003946153846153847"
"343","0.003957692307692308","0.003957692307692308","0.003957692307692308"
"344","0.003969230769230769","0.003969230769230769","0.003969230769230769"
"345","0.0039807692307692304","0.0039807692307692304","0.0039807692307692304"
"346","0.003992307692307693","0.003992307692307693","0.003992307692307693"
"347","0.004003846153846154","0.004003846153846154","0.004003846153846154"
"348","0.004015384615384615","0.004015384615384615","0.004015384615384615"
"349","0.004026923076923076","0.004026923076923076","0.004026923076923076"
"350","0.0040384615384615385","0.0040384615384615385","0.0040384615384615385"
"351","0.004050000000000001","0.004050000000000001","0.004050000000000001"
"352","0.004061538461538462","0.004061538461538462","0.004061538461538462"
"353","0.004073076923076923","0.004073076923076923","0.004073076923076923"
"354","0.0040846153846153845","0.0040846153846153845","0.0040846153846153845"
"355","0.004096153846153847","0.004096153846153847","0.004096153846153847"
"356","0.004107692307692308","0.004107692307692308","0.004107692307692308"
"357","0.004119230769230769","0.004119230769230769","0.004119230769230769"
"358","0.004130769230769231","0.004130769230769231","0.004130769230769231"
"359","0.0041423076923076925","0.0041423076923076925","0.0041423076923076925"
"360","0.004153846153846154","0.004153846153846154","0.004153846153846154"
"361","0.004165384615384615","0.004165384615384615","0.004165384615384615"
"362","0.004176923076923077","0.004176923076923077","0.004176923076923077"
"363","0.0041884615384615385","0.0041884615384615385","0.0041884615384615385"
"364","0.0042","0.0042","0.0042"
"365","0.004211538461538461","0.004211538461538461","0.004211538461538461"
"366","0.004223076923076923","0.004223076923076923","0.004223076923076923"
"367","0.004234615384615385","0.004234615384615385","0.004234615384615385"
"368","0.0042461538461538465","0.0042461538461538465","0.0042461538461538465"
"369","0.004257692307692308","0.004257692307692308","0.004257692307692308"
"370","0.004269230769230769","0.004269230769230769","0.004269230769230769"
"371","0.004280769230769231","0.004280769230769231","0.004280769230769231"
"372","0.0042923076923076925","0.0042923076923076925","0.0042923076923076925"
"373","0.004303846153846154","0.004303846153846154","0.004303846153846154"
"374","0.004315384615384616","0.004315384615384616","0.004315384615384616"
"375","0.004326923076923077","0.004326923076923077","0.004326923076923077"
"376","0.004338461538461538","0.004338461538461538","0.004338461538461538"
"377","0.00435","0.00435","0.00435"
"378","0.004361538461538462","0.004361538461538462","0.004361538461538462"
"379","0.004373076923076923","0.004373076923076923","0.004373076923076923"
"380","0.004384615384615384","0.004384615384615384","0.004384615384615384"
"381","0.004396153846153846","0.004396153846153846","0.004396153846153846"
"382","0.004407692307692308","0.004407692307692308","0.004407692307692308"
"383","0.00441923076923077","0.00441923076923077","0.00441923076923077"
"384","0.004430769230769231","0.004430769230769231","0.004430769230769231"
"385","0.0044423076923076925","0.0044423076923076925","0.0044423076923076925"
"386","0.004453846153846154","0.004453846153846154","0.004453846153846154"
"387","0.004465384615384616","0.004465384615384616","0.004465384615384616"
"388","0.004476923076923077","0.004476923076923077","0.004476923076923077"
"389","0.004488461538461538","0.004488461538461538","0.004488461538461538"
"390","0.0045000000000000005","0.0045000000000000005","0.0045000000000000005"
"391","0.004511538461538462","0.004511538461538462","0.004511538461538462"
"392","0.004523076923076923","0.004523076923076923","0.004523076923076923"
"393","0.004534615384615384","0.004534615384615384","0.004534615384615384"
"394","0.0045461538461538465","0.0045461538461538465","0.0045461538461538465"
"395","0.004557692307692308","0.004557692307692308","0.004557692307692308"
"396","0.004569230769230769","0.004569230769230769","0.004569230769230769"
"397","0.00458076923076923","0.00458076923076923","0.00458076923076923"
"398","0.004592307692307692","0.004592307692307692","0.004592307692307692"
"399","0.0046038461538461545","0.0046038461538461545","0.0046038461538461545"
"400","0.004615384615384616","0.004615384615384616","0.004615384615384616"
"401","0.004626923076923077","0.004626923076923077","0.004626923076923077"
"402","0.004638461538461538","0.004638461538461538","0.004638461538461538"
"403","0.0046500000000000005","0.0046500000000000005","0.0046500000000000005"
"404","0.004661538461538462","0.004661538461538462","0.004661538461538462"
"405","0.004673076923076923","0.004673076923076923","0.004673076923076923"
"406","0.004684615384615384","0.004684615384615384","0.004684615384615384"
"407","0.004696153846153846","0.004696153846153846","0.004696153846153846"
"408","0.004707692307692308","0.004707692307692308","0.004707692307692308"
"409","0.004719230769230769","0.004719230769230769","0.004719230769230769"
"410","0.004730769230769231","0.004730769230769231","0.004730769230769231"
"411","0.004742307692307692","0.004742307692307692","0.004742307692307692"
"412","0.004753846153846154","0.004753846153846154","0.004753846153846154"
"413","0.004765384615384615","0.004765384615384615","0.004765384615384615"
"414","0.004776923076923077","0.004776923076923077","0.004776923076923077"
"415","0.004788461538461539","0.004788461538461539","0.004788461538461539"
"416","0.0048000000000000004","0.0048000000000000004","0.0048000000000000004"
"417","0.004811538461538462","0.004811538461538462","0.004811538461538462"
"418","0.004823076923076923","0.004823076923076923","0.004823076923076923"
"419","0.004834615384615385","0.004834615384615385","0.004834615384615385"
"420","0.004846153846153846","0.004846153846153846","0.004846153846153846"
"421","0.004857692307692308","0.004857692307692308","0.004857692307692308"
"422","0.004869230769230769","0.004869230769230769","0.004869230769230769"
"423","0.004880769230769231","0.004880769230769231","0.004880769230769231"
"424","0.004892307692307692","0.004892307692307692","0.004892307692307692"
"425","0.004903846153846154","0.004903846153846154","0.004903846153846154"
"426","0.004915384615384616","0.004915384615384616","0.004915384615384616"
"427","0.004926923076923077","0.004926923076923077","0.004926923076923077"
"428","0.004938461538461538","0.004938461538461538","0.004938461538461538"
"429","0.0049499999999999995","0.0049499999999999995","0.0049499999999999995"
"430","0.004961538461538462","0.004961538461538462","0.004961538461538462"
