"Step","sample_pretrain - rolling_loss","sample_pretrain - rolling_loss__MIN","sample_pretrain - rolling_loss__MAX"
"83","0.29977723393574296","0.29977723393574296","0.29977723393574296"
"84","0.2993396577380952","0.2993396577380952","0.2993396577380952"
"85","0.2988817401960784","0.2988817401960784","0.2988817401960784"
"86","0.29849503391472865","0.29849503391472865","0.29849503391472865"
"87","0.2981920498084291","0.2981920498084291","0.2981920498084291"
"88","0.29777758049242425","0.29777758049242425","0.29777758049242425"
"89","0.29751872659176026","0.29751872659176026","0.29751872659176026"
"90","0.29713541666666665","0.29713541666666665","0.29713541666666665"
"91","0.2967891483516483","0.2967891483516483","0.2967891483516483"
"92","0.29623811141304346","0.29623811141304346","0.29623811141304346"
"93","0.2957969310035842","0.2957969310035842","0.2957969310035842"
"94","0.2955313608156028","0.2955313608156028","0.2955313608156028"
"95","0.29520285087719295","0.29520285087719295","0.29520285087719295"
"96","0.29471842447916663","0.29471842447916663","0.29471842447916663"
"97","0.2942574097938144","0.2942574097938144","0.2942574097938144"
"98","0.2939519557823129","0.2939519557823129","0.2939519557823129"
"99","0.29352114898989895","0.29352114898989895","0.29352114898989895"
"100","0.29319010416666663","0.29319010416666663","0.29319010416666663"
"101","0.2927366955445544","0.2927366955445544","0.2927366955445544"
"102","0.29250919117647056","0.29250919117647056","0.29250919117647056"
"103","0.2921470469255663","0.2921470469255663","0.2921470469255663"
"104","0.2916917067307692","0.2916917067307692","0.2916917067307692"
"105","0.2913690476190476","0.2913690476190476","0.2913690476190476"
"106","0.29108932783018865","0.29108932783018865","0.29108932783018865"
"107","0.2907053154205607","0.2907053154205607","0.2907053154205607"
"108","0.29037663966049376","0.29037663966049376","0.29037663966049376"
"109","0.28992259174311924","0.28992259174311924","0.28992259174311924"
"110","0.28978456439393935","0.28978456439393935","0.28978456439393935"
"111","0.2897311373873873","0.2897311373873873","0.2897311373873873"
"112","0.28942289806547616","0.28942289806547616","0.28942289806547616"
"113","0.28910859144542767","0.28910859144542767","0.28910859144542767"
"114","0.2888340643274853","0.2888340643274853","0.2888340643274853"
"115","0.2884963768115942","0.2884963768115942","0.2884963768115942"
"116","0.28828798491379304","0.28828798491379304","0.28828798491379304"
"117","0.2880831552706552","0.2880831552706552","0.2880831552706552"
"118","0.2877935204802259","0.2877935204802259","0.2877935204802259"
"119","0.2874212184873949","0.2874212184873949","0.2874212184873949"
"120","0.28705512152777773","0.28705512152777773","0.28705512152777773"
"121","0.28688877410468316","0.28688877410468316","0.28688877410468316"
"122","0.28662909836065575","0.28662909836065575","0.28662909836065575"
"123","0.2863948170731707","0.2863948170731707","0.2863948170731707"
"124","0.28606980846774194","0.28606980846774194","0.28606980846774194"
"125","0.28570833333333334","0.28570833333333334","0.28570833333333334"
"126","0.2854456018518518","0.2854456018518518","0.2854456018518518"
"127","0.28534079724409445","0.28534079724409445","0.28534079724409445"
"128","0.28513590494791663","0.28513590494791663","0.28513590494791663"
"129","0.284813065245478","0.284813065245478","0.284813065245478"
"130","0.28446514423076924","0.28446514423076924","0.28446514423076924"
"131","0.28423187022900764","0.28423187022900764","0.28423187022900764"
"132","0.2838640309343434","0.2838640309343434","0.2838640309343434"
"133","0.2836387844611529","0.2836387844611529","0.2836387844611529"
"134","0.28352378731343286","0.28352378731343286","0.28352378731343286"
"135","0.2834008487654321","0.2834008487654321","0.2834008487654321"
"136","0.283203125","0.283203125","0.283203125"
"137","0.28297027068126523","0.28297027068126523","0.28297027068126523"
"138","0.2827879679951691","0.2827879679951691","0.2827879679951691"
"139","0.2826363908872902","0.2826363908872902","0.2826363908872902"
"140","0.2824497767857143","0.2824497767857143","0.2824497767857143"
"141","0.2823119828605201","0.2823119828605201","0.2823119828605201"
"142","0.28224031690140844","0.28224031690140844","0.28224031690140844"
"143","0.28200575466200467","0.28200575466200467","0.28200575466200467"
"144","0.28173828125","0.28173828125","0.28173828125"
"145","0.28162715517241377","0.28162715517241377","0.28162715517241377"
"146","0.2815710616438356","0.2815710616438356","0.2815710616438356"
"147","0.28138286564625853","0.28138286564625853","0.28138286564625853"
"148","0.28132918074324326","0.28132918074324326","0.28132918074324326"
"149","0.2810227908277405","0.2810227908277405","0.2810227908277405"
"150","0.2809114583333333","0.2809114583333333","0.2809114583333333"
"151","0.2808016004415011","0.2808016004415011","0.2808016004415011"
"152","0.28058182565789475","0.28058182565789475","0.28058182565789475"
"153","0.2802883306100218","0.2802883306100218","0.2802883306100218"
"154","0.2800155573593074","0.2800155573593074","0.2800155573593074"
"155","0.2799395161290323","0.2799395161290323","0.2799395161290323"
"156","0.2798394097222222","0.2798394097222222","0.2798394097222222"
"157","0.2797986332271762","0.2797986332271762","0.2797986332271762"
"158","0.2795193829113924","0.2795193829113924","0.2795193829113924"
"159","0.27932553721174","0.27932553721174","0.27932553721174"
"160","0.27919108072916665","0.27919108072916665","0.27919108072916665"
"161","0.27907446946169767","0.27907446946169767","0.27907446946169767"
"162","0.2790316358024691","0.2790316358024691","0.2790316358024691"
"163","0.2790132924335378","0.2790132924335378","0.2790132924335378"
"164","0.27884432164634143","0.27884432164634143","0.27884432164634143"
"165","0.27881155303030297","0.27881155303030297","0.27881155303030297"
"166","0.2786223017068273","0.2786223017068273","0.2786223017068273"
"167","0.2783963323353293","0.2783963323353293","0.2783963323353293"
"168","0.2783435639880952","0.2783435639880952","0.2783435639880952"
"169","0.27829912475345164","0.27829912475345164","0.27829912475345164"
"170","0.27825520833333334","0.27825520833333334","0.27825520833333334"
"171","0.27810520224171537","0.27810520224171537","0.27810520224171537"
"172","0.2779190891472868","0.2779190891472868","0.2779190891472868"
"173","0.2778555515414258","0.2778555515414258","0.2778555515414258"
"174","0.27783016044061304","0.27783016044061304","0.27783016044061304"
"175","0.27766369047619044","0.27766369047619044","0.27766369047619044"
"176","0.27753610321969696","0.27753610321969696","0.27753610321969696"
"177","0.27743938323917133","0.27743938323917133","0.27743938323917133"
"178","0.27738032537453183","0.27738032537453183","0.27738032537453183"
"179","0.27725645949720673","0.27725645949720673","0.27725645949720673"
"180","0.2770978009259259","0.2770978009259259","0.2770978009259259"
"181","0.2770703844383057","0.2770703844383057","0.2770703844383057"
"182","0.27688587454212454","0.27688587454212454","0.27688587454212454"
"183","0.2768812613843351","0.2768812613843351","0.2768812613843351"
"184","0.27679885643115937","0.27679885643115937","0.27679885643115937"
"185","0.2765906531531531","0.2765906531531531","0.2765906531531531"
"186","0.2764546931003584","0.2764546931003584","0.2764546931003584"
"187","0.27630626114081996","0.27630626114081996","0.27630626114081996"
"188","0.27631177969858156","0.27631177969858156","0.27631177969858156"
"189","0.27614500661375657","0.27614500661375657","0.27614500661375657"
"190","0.2761581688596491","0.2761581688596491","0.2761581688596491"
"191","0.2760621182373473","0.2760621182373473","0.2760621182373473"
"192","0.27594672309027773","0.27594672309027773","0.27594672309027773"
"193","0.27583927029360966","0.27583927029360966","0.27583927029360966"
"194","0.27580004295532645","0.27580004295532645","0.27580004295532645"
"195","0.27560763888888884","0.27560763888888884","0.27560763888888884"
"196","0.275476987670068","0.275476987670068","0.275476987670068"
"197","0.2754269775803722","0.2754269775803722","0.2754269775803722"
"198","0.27540377735690236","0.27540377735690236","0.27540377735690236"
"199","0.2753219221105528","0.2753219221105528","0.2753219221105528"
"200","0.27526692708333333","0.27526692708333333","0.27526692708333333"
"201","0.27509587479270314","0.27509587479270314","0.27509587479270314"
"202","0.27501675948844884","0.27501675948844884","0.27501675948844884"
"203","0.2748614532019704","0.2748614532019704","0.2748614532019704"
"204","0.27481617647058826","0.27481617647058826","0.27481617647058826"
"205","0.2746760670731707","0.2746760670731707","0.2746760670731707"
"206","0.2745752427184466","0.2745752427184466","0.2745752427184466"
"207","0.2744628119967794","0.2744628119967794","0.2744628119967794"
"208","0.27426382211538464","0.27426382211538464","0.27426382211538464"
"209","0.2742287181020734","0.2742287181020734","0.2742287181020734"
"210","0.27419394841269845","0.27419394841269845","0.27419394841269845"
"211","0.2740546011058452","0.2740546011058452","0.2740546011058452"
"212","0.27395341981132076","0.27395341981132076","0.27395341981132076"
"213","0.27387764084507044","0.27387764084507044","0.27387764084507044"
"214","0.273735640576324","0.273735640576324","0.273735640576324"
"215","0.2734798934108527","0.2734798934108527","0.2734798934108527"
"216","0.2733048804012346","0.2733048804012346","0.2733048804012346"
"217","0.273167482718894","0.273167482718894","0.273167482718894"
"218","0.2730851012996942","0.2730851012996942","0.2730851012996942"
"219","0.27296185312024357","0.27296185312024357","0.27296185312024357"
"220","0.2728929924242425","0.2728929924242425","0.2728929924242425"
"221","0.2728954562594269","0.2728954562594269","0.2728954562594269"
"222","0.27283924549549554","0.27283924549549554","0.27283924549549554"
"223","0.27265508221225715","0.27265508221225715","0.27265508221225715"
"224","0.2726062593005953","0.2726062593005953","0.2726062593005953"
"225","0.27247106481481487","0.27247106481481487","0.27247106481481487"
"226","0.27238315818584075","0.27238315818584075","0.27238315818584075"
"227","0.2722501376651983","0.2722501376651983","0.2722501376651983"
"228","0.2721753929093568","0.2721753929093568","0.2721753929093568"
"229","0.2722093340611354","0.2722093340611354","0.2722093340611354"
"230","0.27206182065217394","0.27206182065217394","0.27206182065217394"
"231","0.2719775883838384","0.2719775883838384","0.2719775883838384"
"232","0.2718828573994253","0.2718828573994253","0.2718828573994253"
"233","0.2717274678111588","0.2717274678111588","0.2717274678111588"
"234","0.2717069533475784","0.2717069533475784","0.2717069533475784"
"235","0.2715148492907802","0.2715148492907802","0.2715148492907802"
"236","0.2714788576977401","0.2714788576977401","0.2714788576977401"
"237","0.2714211937412096","0.2714211937412096","0.2714211937412096"
"238","0.2713257177871149","0.2713257177871149","0.2713257177871149"
"239","0.2712964173640168","0.2712964173640168","0.2712964173640168"
"240","0.2712619357638889","0.2712619357638889","0.2712619357638889"
"241","0.27116830912863077","0.27116830912863077","0.27116830912863077"
"242","0.2710862172865014","0.2710862172865014","0.2710862172865014"
"243","0.271036951303155","0.271036951303155","0.271036951303155"
"244","0.27091871584699456","0.27091871584699456","0.27091871584699456"
"245","0.2707908163265306","0.2707908163265306","0.2707908163265306"
"246","0.2706904217479675","0.2706904217479675","0.2706904217479675"
"247","0.2706435560053981","0.2706435560053981","0.2706435560053981"
"248","0.27057606686827956","0.27057606686827956","0.27057606686827956"
"249","0.2704986613119143","0.2704986613119143","0.2704986613119143"
"250","0.2703177083333333","0.2703177083333333","0.2703177083333333"
"251","0.27015894754316067","0.27015894754316067","0.27015894754316067"
"252","0.2700634507275132","0.2700634507275132","0.2700634507275132"
"253","0.270020174571805","0.270020174571805","0.270020174571805"
"254","0.26987471292650916","0.26987471292650916","0.26987471292650916"
"255","0.26971507352941176","0.26971507352941176","0.26971507352941176"
"256","0.2696278889973958","0.2696278889973958","0.2696278889973958"
"257","0.2695261835278858","0.2695261835278858","0.2695261835278858"
"258","0.2694505006459948","0.2694505006459948","0.2694505006459948"
"259","0.26933015604890603","0.26933015604890603","0.26933015604890603"
"260","0.2692157451923076","0.2692157451923076","0.2692157451923076"
"261","0.2691870210727969","0.2691870210727969","0.2691870210727969"
"262","0.26918336513994906","0.26918336513994906","0.26918336513994906"
"263","0.2691005228136882","0.2691005228136882","0.2691005228136882"
"264","0.269018308080808","0.269018308080808","0.269018308080808"
"265","0.26888757861635215","0.26888757861635215","0.26888757861635215"
"266","0.2687920974310776","0.2687920974310776","0.2687920974310776"
"267","0.26871196161048677","0.26871196161048677","0.26871196161048677"
"268","0.2686518578980099","0.2686518578980099","0.2686518578980099"
"269","0.2685389560099132","0.2685389560099132","0.2685389560099132"
"270","0.26850405092592583","0.26850405092592583","0.26850405092592583"
"271","0.2683588945264452","0.2683588945264452","0.2683588945264452"
"272","0.268444584865196","0.268444584865196","0.268444584865196"
"273","0.26840563949938945","0.26840563949938945","0.26840563949938945"
"274","0.2683099528588807","0.2683099528588807","0.2683099528588807"
"275","0.2682102272727272","0.2682102272727272","0.2682102272727272"
"276","0.2681348128019323","0.2681348128019323","0.2681348128019323"
"277","0.26803643953068584","0.26803643953068584","0.26803643953068584"
"278","0.26787788519184647","0.26787788519184647","0.26787788519184647"
"279","0.26776713709677413","0.26776713709677413","0.26776713709677413"
"280","0.2676990327380952","0.2676990327380952","0.2676990327380952"
"281","0.267659215599051","0.267659215599051","0.267659215599051"
"282","0.26753656914893614","0.26753656914893614","0.26753656914893614"
"283","0.2674654004711425","0.2674654004711425","0.2674654004711425"
"284","0.2673580545774648","0.2673580545774648","0.2673580545774648"
"285","0.26734740497076026","0.26734740497076026","0.26734740497076026"
"286","0.267282196969697","0.267282196969697","0.267282196969697"
"287","0.26722198025551686","0.26722198025551686","0.26722198025551686"
"288","0.26713957609953703","0.26713957609953703","0.26713957609953703"
"289","0.2670757641291811","0.2670757641291811","0.2670757641291811"
"290","0.26700341235632186","0.26700341235632186","0.26700341235632186"
"291","0.26705684421534936","0.26705684421534936","0.26705684421534936"
"292","0.2669582976598174","0.2669582976598174","0.2669582976598174"
"293","0.26690930745164965","0.26690930745164965","0.26690930745164965"
"294","0.2668385062358277","0.2668385062358277","0.2668385062358277"
"295","0.2667814265536724","0.2667814265536724","0.2667814265536724"
"296","0.26675552505630634","0.26675552505630634","0.26675552505630634"
"297","0.2666684203142537","0.2666684203142537","0.2666684203142537"
"298","0.2665687919463088","0.2665687919463088","0.2665687919463088"
"299","0.26647418478260876","0.26647418478260876","0.26647418478260876"
"300","0.2664149305555556","0.2664149305555556","0.2664149305555556"
"301","0.26644258720930236","0.26644258720930236","0.26644258720930236"
"302","0.26639245309050774","0.26639245309050774","0.26639245309050774"
"303","0.266342649889989","0.266342649889989","0.266342649889989"
"304","0.26634028919956143","0.26634028919956143","0.26634028919956143"
"305","0.26631659836065574","0.26631659836065574","0.26631659836065574"
"306","0.2662334899237473","0.2662334899237473","0.2662334899237473"
"307","0.26612547502714445","0.26612547502714445","0.26612547502714445"
"308","0.2661449878246754","0.2661449878246754","0.2661449878246754"
"309","0.26602110302049625","0.26602110302049625","0.26602110302049625"
"310","0.2659820228494624","0.2659820228494624","0.2659820228494624"
"311","0.26596412781350487","0.26596412781350487","0.26596412781350487"
"312","0.2659171340811966","0.2659171340811966","0.2659171340811966"
"313","0.2659037207135251","0.2659037207135251","0.2659037207135251"
"314","0.2658364848726115","0.2658364848726115","0.2658364848726115"
"315","0.2658151455026455","0.2658151455026455","0.2658151455026455"
"316","0.26578157964135024","0.26578157964135024","0.26578157964135024"
"317","0.2657359029968454","0.2657359029968454","0.2657359029968454"
"318","0.2656495676100629","0.2656495676100629","0.2656495676100629"
"319","0.265625","0.265625","0.265625"
"320","0.26551920572916665","0.26551920572916665","0.26551920572916665"
"321","0.26549519730010385","0.26549519730010385","0.26549519730010385"
"322","0.26538641951345754","0.26538641951345754","0.26538641951345754"
"323","0.26532265866873067","0.26532265866873067","0.26532265866873067"
"324","0.26523115997942387","0.26523115997942387","0.26523115997942387"
"325","0.2651602564102564","0.2651602564102564","0.2651602564102564"
"326","0.2651377172801636","0.2651377172801636","0.2651377172801636"
"327","0.26508744266055045","0.26508744266055045","0.26508744266055045"
"328","0.26502556529471544","0.26502556529471544","0.26502556529471544"
"329","0.26496010638297873","0.26496010638297873","0.26496010638297873"
"330","0.26492266414141413","0.26492266414141413","0.26492266414141413"
"331","0.2648343089123867","0.2648343089123867","0.2648343089123867"
"332","0.2648131588855422","0.2648131588855422","0.2648131588855422"
"333","0.26472957332332336","0.26472957332332336","0.26472957332332336"
"334","0.26468937125748504","0.26468937125748504","0.26468937125748504"
"335","0.2645677860696517","0.2645677860696517","0.2645677860696517"
"336","0.26456318204365076","0.26456318204365076","0.26456318204365076"
"337","0.26451610410484666","0.26451610410484666","0.26451610410484666"
"338","0.2645155325443787","0.2645155325443787","0.2645155325443787"
"339","0.264491918633235","0.264491918633235","0.264491918633235"
"340","0.26449908088235297","0.26449908088235297","0.26449908088235297"
"341","0.2644680168621701","0.2644680168621701","0.2644680168621701"
"342","0.2644295199805068","0.2644295199805068","0.2644295199805068"
"343","0.26433050898931","0.26433050898931","0.26433050898931"
"344","0.2642812802810077","0.2642812802810077","0.2642812802810077"
"345","0.264224788647343","0.264224788647343","0.264224788647343"
"346","0.2641761500481695","0.2641761500481695","0.2641761500481695"
"347","0.2641765730067243","0.2641765730067243","0.2641765730067243"
"348","0.26417699353448276","0.26417699353448276","0.26417699353448276"
"349","0.26417368075453673","0.26417368075453673","0.26417368075453673"
"350","0.2641331845238095","0.2641331845238095","0.2641331845238095"
"351","0.2641114672364672","0.2641114672364672","0.2641114672364672"
"352","0.26408987334280304","0.26408987334280304","0.26408987334280304"
"353","0.2639983179886686","0.2639983179886686","0.2639983179886686"
"354","0.2640065913370998","0.2640065913370998","0.2640065913370998"
"355","0.26395980046948353","0.26395980046948353","0.26395980046948353"
"356","0.2639132724719101","0.2639132724719101","0.2639132724719101"
"357","0.2638670051353874","0.2638670051353874","0.2638670051353874"
"358","0.2637773510242085","0.2637773510242085","0.2637773510242085"
"359","0.2637571088672237","0.2637571088672237","0.2637571088672237"
"360","0.2637442129629629","0.2637442129629629","0.2637442129629629"
"361","0.2636844990766389","0.2636844990766389","0.2636844990766389"
"362","0.26362511510128905","0.26362511510128905","0.26362511510128905"
"363","0.26361986340679516","0.26361986340679516","0.26361986340679516"
"364","0.2635931776556776","0.2635931776556776","0.2635931776556776"
"365","0.26359160958904104","0.26359160958904104","0.26359160958904104"
"366","0.263547358834244","0.263547358834244","0.263547358834244"
"367","0.2635068971389645","0.2635068971389645","0.2635068971389645"
"368","0.26344896399456513","0.26344896399456513","0.26344896399456513"
"369","0.263380758807588","0.263380758807588","0.263380758807588"
"370","0.26337274774774766","0.26337274774774766","0.26337274774774766"
"371","0.2633612702156333","0.2633612702156333","0.2633612702156333"
"372","0.26329735103046586","0.26329735103046586","0.26329735103046586"
"373","0.2632756646559427","0.2632756646559427","0.2632756646559427"
"374","0.26323320521390364","0.26323320521390364","0.26323320521390364"
"375","0.2631527777777777","0.2631527777777777","0.2631527777777777"
"376","0.2631108710106382","0.2631108710106382","0.2631108710106382"
"377","0.2630968169761272","0.2630968169761272","0.2630968169761272"
"378","0.2630311673280422","0.2630311673280422","0.2630311673280422"
"379","0.26300365545294624","0.26300365545294624","0.26300365545294624"
"380","0.2629831414473683","0.2629831414473683","0.2629831414473683"
"381","0.26290121937882754","0.26290121937882754","0.26290121937882754"
"382","0.26284358638743444","0.26284358638743444","0.26284358638743444"
"383","0.26286784704090504","0.26286784704090504","0.26286784704090504"
"384","0.26283433702256936","0.26283433702256936","0.26283433702256936"
"385","0.26280438311688303","0.26280438311688303","0.26280438311688303"
"386","0.2628386765975819","0.2628386765975819","0.2628386765975819"
"387","0.26281895994832033","0.26281895994832033","0.26281895994832033"
"388","0.26275907431271467","0.26275907431271467","0.26275907431271467"
"389","0.26274301092544977","0.26274301092544977","0.26274301092544977"
"390","0.26272702991452984","0.26272702991452984","0.26272702991452984"
"391","0.262674499147485","0.262674499147485","0.262674499147485"
"392","0.26267206101190466","0.26267206101190466","0.26267206101190466"
"393","0.2625801791772688","0.2625801791772688","0.2625801791772688"
"394","0.2625581641285955","0.2625581641285955","0.2625581641285955"
"395","0.2625659282700421","0.2625659282700421","0.2625659282700421"
"396","0.2625637889309763","0.2625637889309763","0.2625637889309763"
"397","0.26250590365239285","0.26250590365239285","0.26250590365239285"
"398","0.2624712102177553","0.2624712102177553","0.2624712102177553"
"399","0.2624334273182956","0.2624334273182956","0.2624334273182956"
"400","0.26234049479166655","0.26234049479166655","0.26234049479166655"
"401","0.2622869908561928","0.2622869908561928","0.2622869908561928"
"402","0.26223051409618564","0.26223051409618564","0.26223051409618564"
"403","0.2622357061621174","0.2622357061621174","0.2622357061621174"
"404","0.26220864273927386","0.26220864273927386","0.26220864273927386"
"405","0.26220743312757194","0.26220743312757194","0.26220743312757194"
"406","0.2621228448275861","0.2621228448275861","0.2621228448275861"
"407","0.26208026208026197","0.26208026208026197","0.26208026208026197"
"408","0.2620410794526143","0.2620410794526143","0.2620410794526143"
"409","0.26200208842705774","0.26200208842705774","0.26200208842705774"
"410","0.2619728150406503","0.2619728150406503","0.2619728150406503"
"411","0.2619088351581507","0.2619088351581507","0.2619088351581507"
"412","0.2618830906148866","0.2618830906148866","0.2618830906148866"
"413","0.26183540153349466","0.26183540153349466","0.26183540153349466"
"414","0.2617816525764894","0.2617816525764894","0.2617816525764894"
"415","0.26177836345381517","0.26177836345381517","0.26177836345381517"
"416","0.26173127003205116","0.26173127003205116","0.26173127003205116"
"417","0.2617093824940047","0.2617093824940047","0.2617093824940047"
"418","0.261672024521531","0.261672024521531","0.261672024521531"
"419","0.2615913385043754","0.2615913385043754","0.2615913385043754"
"420","0.26154823908730146","0.26154823908730146","0.26154823908730146"
"421","0.26149606591448915","0.26149606591448915","0.26149606591448915"
"422","0.2614842515797787","0.2614842515797787","0.2614842515797787"
"423","0.26146633668242697","0.26146633668242697","0.26146633668242697"
"424","0.2614423643867923","0.2614423643867923","0.2614423643867923"
"425","0.26140931372549003","0.26140931372549003","0.26140931372549003"
"426","0.2613886443661971","0.2613886443661971","0.2613886443661971"
"427","0.26136197306791553","0.26136197306791553","0.26136197306791553"
"428","0.2613810601635513","0.2613810601635513","0.2613810601635513"
"429","0.26136363636363624","0.26136363636363624","0.26136363636363624"
"430","0.261346293604651","0.261346293604651","0.261346293604651"
"431","0.26132601024748636","0.26132601024748636","0.26132601024748636"
"432","0.26132089120370355","0.26132089120370355","0.26132089120370355"
"433","0.26127670323325625","0.26127670323325625","0.26127670323325625"
"434","0.26126872119815653","0.26126872119815653","0.26126872119815653"
"435","0.26123682950191557","0.26123682950191557","0.26123682950191557"
"436","0.2612050840978592","0.2612050840978592","0.2612050840978592"
"437","0.261158586003051","0.261158586003051","0.261158586003051"
"438","0.2611152730213088","0.2611152730213088","0.2611152730213088"
"439","0.2610958855353074","0.2610958855353074","0.2610958855353074"
"440","0.26105291193181807","0.26105291193181807","0.26105291193181807"
"441","0.26104851662887363","0.26104851662887363","0.26104851662887363"
"442","0.2610205740950225","0.2610205740950225","0.2610205740950225"
"443","0.26099569695259583","0.26099569695259583","0.26099569695259583"
"444","0.2609943928303302","0.2609943928303302","0.2609943928303302"
"445","0.26094920411985006","0.26094920411985006","0.26094920411985006"
"446","0.26093925168161425","0.26093925168161425","0.26093925168161425"
"447","0.2609264308351975","0.2609264308351975","0.2609264308351975"
"448","0.2609281994047618","0.2609281994047618","0.2609281994047618"
"449","0.260889360616184","0.260889360616184","0.260889360616184"
"450","0.2608593749999999","0.2608593749999999","0.2608593749999999"
"451","0.2608497320768661","0.2608497320768661","0.2608497320768661"
